bike,0.971879006119395,0.98604583370537,0.0344719523396071,0.0395594047819693,0.0105812267418256,0.00128276839874739,0.00781090040544587
bike,0.970855535798444,0.97241155116138,0.0650818147077398,0.0534228066987617,0.00836701816467251,3.08739927094403E-4,0.00592920057628701
bike,0.755154352605775,0.840378594187366,0.0258693624559779,0.0689072327422362,0.0290281307802113,0.00256830026359261,0.0341347945595899
bike,0.626877678157434,0.73014661210922,0.00518383524059341,0.0570360225836725,0.117527533284526,0.0178182230722514,0.116939546987093
bike,0.318180876982256,0.448457650687207,0.0241142046583199,0.0725313216621959,0.00947309843631554,5.3413759160434E-4,0.00888795777763529
bike,0.973198698836309,0.965602378745894,0.0766984991856043,0.0720512988596237,0.00742233187848529,6.01098506534853E-5,0.00278983431355146
bike,0.969239522147884,0.985962574614659,0.045116822784321,0.0742952830916545,0.00606010960099397,7.42070748384813E-4,0.00451349137651229
bike,0.930668151801667,0.980999217596801,0.0282680466684866,0.0481881615500929,0.00625643379438189,7.48947098889934E-4,0.00576220882101551
bike,0.628224563900209,0.661263960894154,0.0886374234678149,0.0456240911933162,0.0283582404752258,2.21443958933625E-4,0.0316795900827653
bike,0.941983727991197,0.978148776054465,0.0364513278998027,0.0577544808367704,0.0040165300840366,3.63577707060298E-4,0.00338311610423945
bike,0.894128384727229,0.958788294906577,0.00607682104231309,0.00566066513889648,0.194188735233981,0.0201389294360796,0.189350261571635
bike,0.899378750215188,0.978696396474122,0.0784637359607778,0.0950210575614758,0.0032363315323241,1.81135690449251E-4,0.00300997803744876
bike,0.980429305002037,0.968857049819626,0.0314148233074914,0.0261706395744612,0.0137198753831313,0.001381727503063,0.0131003165160072
bike,0.799477199597199,0.911473952282777,0.0136529080530246,0.0174955064078996,0.0625841784414465,0.00778208707092332,0.0960585480473512
bike,0.962514217784687,0.982525295030961,0.0462377408256975,0.024747891483013,0.00733213937109987,5.91213925555684E-4,0.00522597033185085
bike,0.638538372043988,0.685159164891184,0.0600106723654663,0.0320430654351988,0.0242485177917782,0.00127851060031494,0.0334473618739052
bike,0.615526374155719,0.855722359681782,0.0608245214322599,0.0312942972343605,0.0231354272805904,0.00120424015472302,0.0340069366950642
bike,0.958623725619826,0.990142911619805,0.0416917936029021,0.0425266778327608,0.00910325927458701,8.49260546583955E-4,0.00876537089408073
bike,0.70440458678294,0.844196466268194,0.0992527271730811,0.0759770978011929,0.0196423180356678,4.00244113120459E-5,0.0280709844894764
bike,0.782779185445542,0.985187429478106,0.0985451690321779,0.115997502609453,0.0018017709464111,1.65447035761991E-4,0.00226007086839369
bike,0.605188237797367,0.687574304791104,0.081099991809011,0.0390718772482489,0.0197346249809319,6.37381829605792E-4,0.0319717103221102
